CREATE TABLE Customer (
    CustomerID INT PRIMARY KEY,
    Name VARCHAR(100),
    Age INT,
    Gender VARCHAR(10),
    SubscriptionType VARCHAR(20),
    SubscriptionDate DATE,
    LastLoginDate DATE,
    TotalSessions INT,
    FeedbackScore INT,
    IsChurned INT
);



INSERT INTO Customer VALUES (1, 'Mahesh Gupta_1', 24, 'Male', 'Premium', '2024-01-18', '2026-03-13', 113, 2, 0);
INSERT INTO Customer VALUES (999, 'Ira Patel_999', 36, 'Female', 'Premium', '2023-12-14', '2026-01-20', 266, 2, 1);
INSERT INTO Customer VALUES (1000, 'Vihaan Chauhan_1000', 29, 'Female', 'Premium', '2025-01-30', '2026-01-31', 297, 2, 0);
INSERT INTO Customer VALUES (1001, 'Vikas Desai_1001', 64, 'Female', 'Basic', '2024-01-08', '2026-04-03', 418, 2, 1);
INSERT INTO Customer VALUES (1002, 'Ishaan Agarwal_1002', 58, 'Female', 'Premium', '2024-06-15', '2026-03-04', 455, 2, 0);
INSERT INTO Customer VALUES (1003, 'Vikas Mehta_1003', 44, 'Other', 'Standard', '2025-03-05', '2026-04-24', 289, 2, 0);
INSERT INTO Customer VALUES (1004, 'Reyansh Joshi_1004', 37, 'Female', 'Premium', '2025-04-28', '2026-04-28', 387, 1, 0);
INSERT INTO Customer VALUES (1005, 'Karan Bansal_1005', 40, 'Male', 'Premium', '2024-06-25', '2026-02-28', 177, 5, 0);
INSERT INTO Customer VALUES (1006, 'Rohan Naidu_1006', 23, 'Other', 'Premium', '2024-11-25', '2026-03-21', 170, 3, 1);
INSERT INTO Customer VALUES (1007, 'Aanya Trivedi_1007', 45, 'Male', 'Standard', '2025-04-20', '2026-04-13', 25, 3, 1);
INSERT INTO Customer VALUES (1008, 'Ishaan Chatterjee_1008', 36, 'Male', 'Standard', '2023-10-18', '2026-01-26', 153, 1, 1);
INSERT INTO Customer VALUES (1009, 'Ishaan Singh_1009', 37, 'Other', 'Standard', '2024-06-23', '2026-04-08', 323, 2, 0);
INSERT INTO Customer VALUES (1010, 'Anaya Yadav_1010', 46, 'Other', 'Standard', '2024-11-11', '2026-03-05', 209, 5, 0);
INSERT INTO Customer VALUES (1011, 'Anaya Gupta_1011', 67, 'Male', 'Premium', '2026-03-06', '2026-03-25', 334, 1, 0);
INSERT INTO Customer VALUES (1012, 'Sneha Verma_1012', 22, 'Female', 'Standard', '2025-11-25', '2026-03-18', 292, 2, 1);
INSERT INTO Customer VALUES (1013, 'Neha Shah_1013', 20, 'Male', 'Premium', '2025-01-31', '2026-03-03', 449, 1, 1);
INSERT INTO Customer VALUES (1014, 'Meera Shetty_1014', 51, 'Male', 'Standard', '2025-10-05', '2026-03-21', 69, 2, 1);
INSERT INTO Customer VALUES (1015, 'Reyansh Mehta_1015', 37, 'Other', 'Premium', '2025-08-28', '2026-04-06', 61, 5, 1);
INSERT INTO Customer VALUES (1016, 'Shaurya Jain_1016', 29, 'Female', 'Premium', '2024-01-04', '2026-03-16', 62, 2, 0);
INSERT INTO Customer VALUES (1017, 'Reyansh Patel_1017', 66, 'Female', 'Basic', '2025-08-14', '2026-02-26', 131, 2, 0);
INSERT INTO Customer VALUES (1018, 'Vivaan Singh_1018', 56, 'Other', 'Premium', '2025-10-06', '2026-02-09', 444, 5, 0);
INSERT INTO Customer VALUES (1019, 'Aanya Verma_1019', 58, 'Other', 'Premium', '2024-09-04', '2026-03-02', 190, 2, 1);
INSERT INTO Customer VALUES (1020, 'Suresh Trivedi_1020', 67, 'Other', 'Basic', '2024-07-12', '2026-02-02', 488, 1, 1);
INSERT INTO Customer VALUES (1021, 'Vivaan Verma_1021', 25, 'Other', 'Basic', '2026-04-14', '2026-04-14', 95, 1, 0);
INSERT INTO Customer VALUES (1022, 'Anaya Pandya_1022', 20, 'Male', 'Standard', '2026-02-27', '2026-02-03', 1, 1, 1);
INSERT INTO Customer VALUES (1023, 'Aarav Menon_1023', 65, 'Other', 'Basic', '2026-02-24', '2026-03-29', 229, 4, 0);
INSERT INTO Customer VALUES (1024, 'Myra Shah_1024', 27, 'Male', 'Standard', '2024-10-24', '2026-04-13', 73, 4, 0);
INSERT INTO Customer VALUES (1025, 'Pari Singh_1025', 47, 'Other', 'Premium', '2023-09-19', '2026-01-25', 112, 1, 0);
INSERT INTO Customer VALUES (1026, 'Deepak Menon_1026', 28, 'Female', 'Premium', '2025-07-01', '2026-03-10', 167, 2, 0);
INSERT INTO Customer VALUES (1027, 'Mahesh Menon_1027', 49, 'Male', 'Premium', '2026-01-26', '2026-02-02', 275, 2, 0);
INSERT INTO Customer VALUES (1028, 'Meera Chauhan_1028', 56, 'Male', 'Basic', '2024-12-05', '2026-03-21', 99, 4, 0);
INSERT INTO Customer VALUES (1029, 'Saanvi Singh_1029', 60, 'Male', 'Basic', '2023-10-01', '2026-04-12', 76, 3, 0);
INSERT INTO Customer VALUES (1030, 'Amit Pandya_1030', 24, 'Female', 'Standard', '2025-06-09', '2026-03-23', 357, 3, 1);
INSERT INTO Customer VALUES (1031, 'Rahul Trivedi_1031', 58, 'Other', 'Premium', '2026-04-22', '2026-02-22', 435, 4, 0);
INSERT INTO Customer VALUES (1032, 'Alok Bansal_1032', 65, 'Male', 'Premium', '2025-09-02', '2026-03-14', 60, 1, 1);
INSERT INTO Customer VALUES (1033, 'Sneha Chatterjee_1033', 27, 'Female', 'Standard', '2023-12-16', '2026-04-02', 344, 2, 0);
INSERT INTO Customer VALUES (1034, 'Amit Kapoor_1034', 56, 'Male', 'Premium', '2025-07-19', '2026-03-10', 289, 5, 1);
INSERT INTO Customer VALUES (1035, 'Aditya Patel_1035', 42, 'Other', 'Premium', '2024-09-07', '2026-02-05', 348, 5, 0);
INSERT INTO Customer VALUES (1036, 'Arjun Ghosh_1036', 48, 'Female', 'Standard', '2024-06-23', '2026-02-20', 447, 3, 1);
INSERT INTO Customer VALUES (1037, 'Deepak Verma_1037', 19, 'Other', 'Basic', '2026-01-21', '2026-04-17', 253, 4, 0);
INSERT INTO Customer VALUES (1038, 'Rohan Chauhan_1038', 34, 'Female', 'Basic', '2025-06-10', '2026-03-08', 32, 2, 1);
INSERT INTO Customer VALUES (1039, 'Anaya Agarwal_1039', 31, 'Female', 'Premium', '2024-06-12', '2026-03-09', 491, 1, 1);
INSERT INTO Customer VALUES (1040, 'Riya Kapoor_1040', 45, 'Female', 'Basic', '2025-06-02', '2026-04-01', 466, 2, 0);
INSERT INTO Customer VALUES (1041, 'Riya Nair_1041', 67, 'Female', 'Premium', '2024-07-24', '2026-03-12', 74, 4, 1);
INSERT INTO Customer VALUES (1042, 'Aadhya Nair_1042', 45, 'Other', 'Basic', '2023-08-12', '2026-03-20', 262, 5, 0);
INSERT INTO Customer VALUES (1043, 'Navya Agarwal_1043', 48, 'Other', 'Basic', '2024-03-11', '2026-03-27', 388, 2, 0);
INSERT INTO Customer VALUES (1044, 'Meera Naidu_1044', 45, 'Female', 'Standard', '2023-10-08', '2026-03-19', 42, 1, 0);
INSERT INTO Customer VALUES (1045, 'Vihaan Shetty_1045', 60, 'Female', 'Standard', '2024-02-17', '2026-02-25', 292, 2, 1);
INSERT INTO Customer VALUES (1046, 'Ishaan Kumar_1046', 30, 'Other', 'Premium', '2023-09-14', '2026-01-19', 330, 3, 1);
INSERT INTO Customer VALUES (1047, 'Aditya Yadav_1047', 50, 'Male', 'Basic', '2025-11-16', '2026-04-13', 492, 5, 0);
INSERT INTO Customer VALUES (1048, 'Shaurya Yadav_1048', 49, 'Other', 'Basic', '2024-02-13', '2026-02-05', 120, 1, 0);
INSERT INTO Customer VALUES (1049, 'Krishna Reddy_1049', 29, 'Female', 'Standard', '2026-04-19', '2026-04-01', 341, 1, 1);
INSERT INTO Customer VALUES (1050, 'Aadhya Desai_1050', 50, 'Male', 'Basic', '2024-05-10', '2026-01-30', 371, 4, 1);
INSERT INTO Customer VALUES (1051, 'Riya Menon_1051', 33, 'Other', 'Basic', '2024-10-18', '2026-01-18', 238, 2, 1);
INSERT INTO Customer VALUES (1052, 'Arjun Gupta_1052', 37, 'Female', 'Premium', '2025-07-13', '2026-04-17', 46, 5, 1);
INSERT INTO Customer VALUES (1053, 'Vihaan Agarwal_1053', 62, 'Male', 'Basic', '2024-10-16', '2026-01-29', 374, 5, 0);
INSERT INTO Customer VALUES (1054, 'Aarav Kumar_1054', 27, 'Male', 'Premium', '2025-12-20', '2026-01-21', 43, 2, 1);
INSERT INTO Customer VALUES (1055, 'Aadhya Nair_1055', 23, 'Female', 'Standard', '2024-08-08', '2026-01-22', 51, 5, 0);
INSERT INTO Customer VALUES (1056, 'Vihaan Pandya_1056', 30, 'Male', 'Premium', '2024-06-08', '2026-03-27', 481, 2, 1);
INSERT INTO Customer VALUES (1057, 'Aditya Nair_1057', 67, 'Other', 'Basic', '2026-02-21', '2026-04-02', 405, 5, 1);
INSERT INTO Customer VALUES (1058, 'Rohan Mehta_1058', 59, 'Male', 'Standard', '2024-12-03', '2026-03-01', 237, 2, 0);
INSERT INTO Customer VALUES (1059, 'Sai Nair_1059', 54, 'Female', 'Premium', '2024-09-30', '2026-01-30', 272, 2, 0);
INSERT INTO Customer VALUES (1060, 'Amit Shah_1060', 36, 'Female', 'Premium', '2025-08-08', '2026-04-11', 216, 4, 0);
INSERT INTO Customer VALUES (1061, 'Karan Sharma_1061', 31, 'Female', 'Premium', '2024-08-29', '2026-03-18', 306, 3, 0);
INSERT INTO Customer VALUES (1062, 'Vihaan Naidu_1062', 51, 'Female', 'Standard', '2023-08-07', '2026-04-10', 292, 3, 1);
INSERT INTO Customer VALUES (1063, 'Nitin Ghosh_1063', 55, 'Male', 'Standard', '2025-07-28', '2026-03-12', 245, 4, 0);
INSERT INTO Customer VALUES (1064, 'Aditya Chauhan_1064', 65, 'Other', 'Standard', '2025-02-09', '2026-03-01', 430, 3, 1);
INSERT INTO Customer VALUES (1065, 'Pari Kulkarni_1065', 41, 'Female', 'Standard', '2025-10-19', '2026-03-01', 79, 2, 0);
INSERT INTO Customer VALUES (1066, 'Anaya Verma_1066', 57, 'Male', 'Premium', '2024-06-18', '2026-02-22', 99, 3, 1);
INSERT INTO Customer VALUES (1067, 'Aditya Shetty_1067', 32, 'Female', 'Premium', '2023-12-27', '2026-03-14', 110, 4, 1);
INSERT INTO Customer VALUES (1068, 'Nisha Jain_1068', 62, 'Other', 'Basic', '2024-05-16', '2026-04-13', 146, 3, 0);
INSERT INTO Customer VALUES (1069, 'Nitin Mishra_1069', 55, 'Other', 'Standard', '2023-11-16', '2026-02-20', 36, 5, 1);
INSERT INTO Customer VALUES (1070, 'Sneha Kapoor_1070', 55, 'Female', 'Standard', '2024-01-10', '2026-04-20', 190, 5, 0);
INSERT INTO Customer VALUES (1071, 'Karan Chatterjee_1071', 53, 'Other', 'Standard', '2024-05-21', '2026-02-23', 494, 4, 0);
INSERT INTO Customer VALUES (1072, 'Krishna Yadav_1072', 67, 'Male', 'Premium', '2025-11-30', '2026-02-25', 360, 1, 1);
INSERT INTO Customer VALUES (1073, 'Vivaan Chauhan_1073', 68, 'Female', 'Standard', '2025-04-03', '2026-04-10', 451, 5, 0);
INSERT INTO Customer VALUES (1074, 'Deepak Iyer_1074', 31, 'Female', 'Premium', '2024-01-01', '2026-03-08', 7, 4, 1);
INSERT INTO Customer VALUES (1075, 'Pooja Kulkarni_1075', 18, 'Male', 'Premium', '2025-04-04', '2026-01-19', 105, 2, 1);
INSERT INTO Customer VALUES (1076, 'Rohan Iyer_1076', 54, 'Other', 'Premium', '2024-04-26', '2026-03-10', 305, 2, 1);
INSERT INTO Customer VALUES (1077, 'Meera Chauhan_1077', 61, 'Other', 'Basic', '2025-03-12', '2026-02-09', 58, 1, 1);
INSERT INTO Customer VALUES (1078, 'Vikas Pillai_1078', 51, 'Male', 'Premium', '2023-09-15', '2026-01-22', 60, 3, 0);
INSERT INTO Customer VALUES (1079, 'Navya Patel_1079', 50, 'Other', 'Standard', '2025-08-18', '2026-01-25', 206, 1, 1);
INSERT INTO Customer VALUES (1080, 'Aadhya Ghosh_1080', 55, 'Male', 'Standard', '2024-01-15', '2026-02-11', 281, 1, 1);
INSERT INTO Customer VALUES (1081, 'Reyansh Mehta_1081', 59, 'Other', 'Standard', '2026-03-19', '2026-02-09', 438, 4, 0);
INSERT INTO Customer VALUES (1082, 'Rahul Kapoor_1082', 66, 'Other', 'Premium', '2025-02-05', '2026-04-14', 348, 4, 1);
INSERT INTO Customer VALUES (1083, 'Kavya Yadav_1083', 25, 'Female', 'Standard', '2024-05-29', '2026-04-25', 64, 1, 0);
INSERT INTO Customer VALUES (1084, 'Arjun Agarwal_1084', 35, 'Other', 'Basic', '2025-04-01', '2026-02-01', 483, 5, 1);
INSERT INTO Customer VALUES (1085, 'Pari Kulkarni_1085', 64, 'Male', 'Basic', '2025-04-09', '2026-01-28', 32, 4, 1);
INSERT INTO Customer VALUES (1086, 'Suresh Das_1086', 35, 'Female', 'Standard', '2025-09-05', '2026-04-15', 195, 1, 1);
INSERT INTO Customer VALUES (1087, 'Suresh Mehta_1087', 65, 'Male', 'Basic', '2024-08-17', '2026-03-22', 88, 1, 1);
INSERT INTO Customer VALUES (1088, 'Priya Agarwal_1088', 67, 'Male', 'Premium', '2025-12-01', '2026-04-16', 114, 1, 0);
INSERT INTO Customer VALUES (1089, 'Meera Reddy_1089', 66, 'Male', 'Standard', '2025-08-29', '2026-03-06', 77, 1, 1);
INSERT INTO Customer VALUES (1090, 'Rahul Yadav_1090', 56, 'Male', 'Standard', '2025-12-04', '2026-04-14', 408, 2, 0);
INSERT INTO Customer VALUES (1091, 'Arjun Ghosh_1091', 29, 'Female', 'Standard', '2025-06-30', '2026-03-28', 381, 5, 1);
INSERT INTO Customer VALUES (1092, 'Aarav Singh_1092', 61, 'Female', 'Standard', '2024-04-23', '2026-04-24', 442, 1, 1);
INSERT INTO Customer VALUES (1093, 'Alok Verma_1093', 20, 'Female', 'Basic', '2026-03-26', '2026-04-27', 121, 4, 0);
INSERT INTO Customer VALUES (1094, 'Navya Yadav_1094', 58, 'Other', 'Premium', '2025-04-11', '2026-04-02', 450, 4, 1);
INSERT INTO Customer VALUES (1095, 'Arjun Das_1095', 57, 'Other', 'Premium', '2023-11-30', '2026-04-01', 491, 4, 0);
INSERT INTO Customer VALUES (1096, 'Vihaan Joshi_1096', 21, 'Male', 'Premium', '2026-04-18', '2026-02-13', 314, 2, 1);
INSERT INTO Customer VALUES (1097, 'Nitin Joshi_1097', 41, 'Male', 'Standard', '2024-03-10', '2026-02-07', 251, 1, 1);
INSERT INTO Customer VALUES (1098, 'Neha Kulkarni_1098', 50, 'Male', 'Basic', '2025-08-13', '2026-02-28', 496, 3, 0);
INSERT INTO Customer VALUES (1099, 'Diya Ghosh_1099', 57, 'Female', 'Standard', '2025-11-13', '2026-02-15', 289, 5, 1);
INSERT INTO Customer VALUES (1100, 'Reyansh Kapoor_1100', 48, 'Female', 'Premium', '2023-12-24', '2026-03-19', 195, 5, 1);
INSERT INTO Customer VALUES (1101, 'Simran Singh_1101', 21, 'Female', 'Premium', '2026-03-20', '2026-03-10', 401, 2, 1);
INSERT INTO Customer VALUES (1102, 'Simran Mehta_1102', 25, 'Other', 'Basic', '2023-12-16', '2026-04-03', 165, 4, 1);
INSERT INTO Customer VALUES (1103, 'Aditya Agarwal_1103', 37, 'Male', 'Basic', '2024-12-01', '2026-04-17', 161, 4, 1);
INSERT INTO Customer VALUES (1104, 'Navya Chauhan_1104', 45, 'Female', 'Premium', '2025-10-23', '2026-02-08', 82, 1, 1);
INSERT INTO Customer VALUES (1105, 'Priya Das_1105', 54, 'Other', 'Premium', '2026-01-10', '2026-03-08', 132, 2, 0);
INSERT INTO Customer VALUES (1106, 'Shaurya Shetty_1106', 28, 'Male', 'Standard', '2024-09-15', '2026-04-12', 377, 5, 1);
INSERT INTO Customer VALUES (1107, 'Myra Desai_1107', 34, 'Female', 'Basic', '2024-05-19', '2026-01-23', 248, 5, 1);
INSERT INTO Customer VALUES (1108, 'Nisha Kumar_1108', 31, 'Male', 'Standard', '2024-06-11', '2026-04-11', 56, 5, 0);
INSERT INTO Customer VALUES (1109, 'Saanvi Pillai_1109', 57, 'Other', 'Basic', '2025-11-03', '2026-04-03', 390, 4, 0);
INSERT INTO Customer VALUES (1110, 'Simran Mehta_1110', 43, 'Other', 'Premium', '2024-06-17', '2026-04-16', 123, 3, 0);
INSERT INTO Customer VALUES (1111, 'Suresh Kulkarni_1111', 19, 'Female', 'Standard', '2026-04-07', '2026-03-24', 437, 1, 0);
INSERT INTO Customer VALUES (1112, 'Nitin Mehta_1112', 43, 'Other', 'Standard', '2024-11-16', '2026-01-30', 300, 4, 1);
INSERT INTO Customer VALUES (1113, 'Anaya Sharma_1113', 24, 'Female', 'Basic', '2024-09-11', '2026-02-08', 476, 2, 1);
INSERT INTO Customer VALUES (1114, 'Neha Shah_1114', 55, 'Female', 'Premium', '2023-12-21', '2026-02-09', 1, 3, 1);
INSERT INTO Customer VALUES (1115, 'Neha Shah_1115', 62, 'Female', 'Premium', '2024-09-27', '2026-04-28', 213, 3, 0);
INSERT INTO Customer VALUES (1116, 'Vihaan Singh_1116', 66, 'Female', 'Premium', '2025-10-11', '2026-04-01', 244, 1, 0);
INSERT INTO Customer VALUES (1117, 'Aarav Mehta_1117', 35, 'Other', 'Premium', '2023-08-27', '2026-02-10', 168, 2, 1);
INSERT INTO Customer VALUES (1118, 'Kavya Agarwal_1118', 38, 'Other', 'Standard', '2023-12-05', '2026-02-07', 259, 1, 0);
INSERT INTO Customer VALUES (1119, 'Priya Iyer_1119', 61, 'Male', 'Premium', '2025-03-13', '2026-03-31', 331, 5, 0);
INSERT INTO Customer VALUES (1120, 'Suresh Jain_1120', 25, 'Female', 'Basic', '2023-12-19', '2026-01-21', 264, 1, 0);
INSERT INTO Customer VALUES (1121, 'Aarav Jain_1121', 22, 'Female', 'Premium', '2024-07-12', '2026-04-25', 288, 3, 1);
INSERT INTO Customer VALUES (1122, 'Vivaan Pandya_1122', 48, 'Female', 'Basic', '2024-08-03', '2026-01-22', 408, 5, 1);
INSERT INTO Customer VALUES (1123, 'Mahesh Shah_1123', 58, 'Other', 'Standard', '2026-01-17', '2026-03-15', 157, 3, 0);
INSERT INTO Customer VALUES (1124, 'Alok Gupta_1124', 19, 'Male', 'Standard', '2025-06-25', '2026-02-04', 190, 4, 0);
INSERT INTO Customer VALUES (1125, 'Nitin Bansal_1125', 62, 'Male', 'Basic', '2025-05-04', '2026-04-08', 36, 1, 1);
INSERT INTO Customer VALUES (1126, 'Krishna Kumar_1126', 50, 'Male', 'Premium', '2024-03-02', '2026-03-26', 381, 1, 0);
INSERT INTO Customer VALUES (1127, 'Riya Jain_1127', 38, 'Male', 'Basic', '2023-11-20', '2026-02-16', 487, 5, 0);
INSERT INTO Customer VALUES (1128, 'Ishaan Joshi_1128', 53, 'Female', 'Standard', '2025-04-13', '2026-03-15', 457, 5, 0);
INSERT INTO Customer VALUES (1129, 'Krishna Verma_1129', 19, 'Male', 'Premium', '2024-11-14', '2026-04-18', 266, 5, 0);
INSERT INTO Customer VALUES (1130, 'Arjun Naidu_1130', 20, 'Female', 'Standard', '2025-07-04', '2026-02-16', 291, 1, 1);
INSERT INTO Customer VALUES (1131, 'Ira Naidu_1131', 57, 'Female', 'Basic', '2025-09-06', '2026-01-27', 287, 3, 0);
INSERT INTO Customer VALUES (1132, 'Aadhya Desai_1132', 25, 'Other', 'Premium', '2026-03-04', '2026-03-29', 71, 4, 0);
INSERT INTO Customer VALUES (1133, 'Deepak Jain_1133', 46, 'Female', 'Basic', '2024-03-11', '2026-02-09', 262, 5, 0);
INSERT INTO Customer VALUES (1134, 'Arjun Ghosh_1134', 50, 'Male', 'Standard', '2025-04-19', '2026-01-20', 79, 1, 1);
INSERT INTO Customer VALUES (1135, 'Vivaan Bansal_1135', 21, 'Other', 'Basic', '2023-08-17', '2026-04-27', 344, 4, 1);
INSERT INTO Customer VALUES (1136, 'Reyansh Shah_1136', 38, 'Other', 'Premium', '2025-12-23', '2026-04-04', 397, 1, 1);
INSERT INTO Customer VALUES (1137, 'Sai Mishra_1137', 45, 'Female', 'Premium', '2023-12-16', '2026-03-01', 226, 4, 0);
INSERT INTO Customer VALUES (1138, 'Shaurya Chatterjee_1138', 59, 'Male', 'Premium', '2023-09-14', '2026-04-09', 284, 2, 1);
INSERT INTO Customer VALUES (1139, 'Krishna Menon_1139', 54, 'Female', 'Standard', '2023-08-08', '2026-03-25', 315, 5, 1);
INSERT INTO Customer VALUES (1140, 'Deepak Patel_1140', 57, 'Female', 'Premium', '2026-02-21', '2026-02-28', 225, 2, 0);
INSERT INTO Customer VALUES (1141, 'Mahesh Verma_1141', 62, 'Other', 'Premium', '2024-07-30', '2026-04-16', 323, 4, 0);
INSERT INTO Customer VALUES (1142, 'Diya Ghosh_1142', 56, 'Male', 'Basic', '2025-08-22', '2026-01-29', 454, 5, 0);
INSERT INTO Customer VALUES (1143, 'Mahesh Kumar_1143', 34, 'Male', 'Basic', '2025-06-14', '2026-04-07', 113, 2, 0);
INSERT INTO Customer VALUES (1144, 'Aditya Jain_1144', 25, 'Female', 'Basic', '2026-03-16', '2026-03-01', 217, 5, 1);
INSERT INTO Customer VALUES (1145, 'Mahesh Kumar_1145', 37, 'Female', 'Standard', '2025-12-25', '2026-02-21', 354, 5, 0);
INSERT INTO Customer VALUES (1146, 'Anaya Desai_1146', 40, 'Other', 'Standard', '2024-07-13', '2026-03-12', 35, 3, 0);
INSERT INTO Customer VALUES (1147, 'Priya Shetty_1147', 55, 'Male', 'Standard', '2023-10-16', '2026-04-15', 413, 2, 0);
INSERT INTO Customer VALUES (1148, 'Priya Trivedi_1148', 32, 'Other', 'Standard', '2026-03-23', '2026-04-28', 170, 3, 0);
INSERT INTO Customer VALUES (1149, 'Nisha Desai_1149', 47, 'Other', 'Basic', '2024-12-08', '2026-02-18', 320, 3, 0);
INSERT INTO Customer VALUES (1150, 'Rahul Verma_1150', 56, 'Female', 'Basic', '2025-05-22', '2026-01-23', 279, 4, 0);
INSERT INTO Customer VALUES (1151, 'Myra Menon_1151', 28, 'Other', 'Basic', '2025-01-16', '2026-04-09', 378, 2, 1);
INSERT INTO Customer VALUES (1152, 'Alok Jain_1152', 55, 'Female', 'Premium', '2023-11-25', '2026-01-29', 462, 1, 0);
INSERT INTO Customer VALUES (1153, 'Ankit Bansal_1153', 18, 'Other', 'Basic', '2025-04-18', '2026-04-03', 490, 3, 1);
INSERT INTO Customer VALUES (1154, 'Ishaan Reddy_1154', 39, 'Female', 'Basic', '2024-11-15', '2026-03-07', 442, 4, 0);
INSERT INTO Customer VALUES (1155, 'Nisha Iyer_1155', 66, 'Female', 'Standard', '2023-11-30', '2026-04-05', 360, 4, 0);
INSERT INTO Customer VALUES (1156, 'Reyansh Shah_1156', 58, 'Male', 'Basic', '2025-10-01', '2026-03-25', 402, 5, 1);
INSERT INTO Customer VALUES (1157, 'Kavya Joshi_1157', 57, 'Female', 'Premium', '2026-04-14', '2026-03-15', 208, 5, 1);
INSERT INTO Customer VALUES (1158, 'Ira Pandya_1158', 19, 'Male', 'Basic', '2025-04-03', '2026-04-23', 162, 2, 0);
INSERT INTO Customer VALUES (1159, 'Vihaan Shah_1159', 47, 'Male', 'Standard', '2025-05-31', '2026-02-18', 82, 3, 0);
INSERT INTO Customer VALUES (1160, 'Vihaan Mishra_1160', 67, 'Other', 'Basic', '2026-01-17', '2026-01-31', 426, 2, 0);
INSERT INTO Customer VALUES (1161, 'Neha Gupta_1161', 36, 'Other', 'Premium', '2025-03-28', '2026-04-28', 105, 3, 1);
INSERT INTO Customer VALUES (1162, 'Sneha Mishra_1162', 67, 'Female', 'Basic', '2023-09-19', '2026-04-17', 374, 4, 0);
INSERT INTO Customer VALUES (1163, 'Nisha Gupta_1163', 23, 'Other', 'Standard', '2025-12-08', '2026-04-12', 72, 2, 0);
INSERT INTO Customer VALUES (1164, 'Pari Joshi_1164', 59, 'Male', 'Premium', '2024-09-25', '2026-04-18', 109, 5, 1);
INSERT INTO Customer VALUES (1165, 'Ankit Chatterjee_1165', 42, 'Male', 'Basic', '2024-09-03', '2026-02-21', 74, 4, 0);
INSERT INTO Customer VALUES (1166, 'Arjun Nair_1166', 65, 'Male', 'Standard', '2026-02-02', '2026-03-11', 135, 4, 0);
INSERT INTO Customer VALUES (1167, 'Sai Desai_1167', 20, 'Male', 'Premium', '2025-06-26', '2026-01-30', 128, 1, 0);
INSERT INTO Customer VALUES (1168, 'Ira Kapoor_1168', 39, 'Male', 'Basic', '2025-12-28', '2026-03-06', 464, 4, 0);
INSERT INTO Customer VALUES (1169, 'Krishna Reddy_1169', 42, 'Other', 'Premium', '2026-02-24', '2026-03-16', 41, 4, 1);
INSERT INTO Customer VALUES (1170, 'Sai Kulkarni_1170', 44, 'Other', 'Standard', '2025-02-20', '2026-04-18', 500, 2, 1);
INSERT INTO Customer VALUES (1171, 'Reyansh Mehta_1171', 45, 'Female', 'Basic', '2023-08-10', '2026-01-24', 425, 4, 1);
INSERT INTO Customer VALUES (1172, 'Sneha Bansal_1172', 55, 'Female', 'Basic', '2023-08-25', '2026-04-07', 348, 1, 0);
INSERT INTO Customer VALUES (1173, 'Ira Kapoor_1173', 38, 'Female', 'Standard', '2023-10-22', '2026-03-26', 176, 3, 1);
INSERT INTO Customer VALUES (1174, 'Anika Iyer_1174', 55, 'Male', 'Basic', '2023-11-26', '2026-04-21', 176, 4, 0);
INSERT INTO Customer VALUES (1175, 'Myra Menon_1175', 43, 'Other', 'Standard', '2025-02-22', '2026-02-25', 116, 5, 0);
INSERT INTO Customer VALUES (1176, 'Aanya Kapoor_1176', 26, 'Female', 'Standard', '2024-09-03', '2026-04-11', 402, 1, 1);
INSERT INTO Customer VALUES (1177, 'Myra Yadav_1177', 64, 'Male', 'Standard', '2025-06-30', '2026-02-07', 45, 5, 0);
INSERT INTO Customer VALUES (1178, 'Kavya Sharma_1178', 46, 'Other', 'Premium', '2023-12-12', '2026-03-17', 63, 2, 0);
INSERT INTO Customer VALUES (1179, 'Rohan Das_1179', 68, 'Male', 'Basic', '2026-03-12', '2026-03-11', 281, 5, 1);
